razao_social_osc, nome_fantasia_osc, natureza_juridica, ano_inicio, classe_atividade_economica, subclasse_atividade_economica, bairro, area_atuacao, subarea_atuacao
ASSOCIACAO DE DEFESA E COMBATE DOS DIREITOS DAS PESSOAS FISICAS E JURIDICAS DAS CINCO REGIOES DO BRASIL,ADC BRASIL,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE TAI CHI CHUAN BAIXADA SANTISTA MESTRE AUGUSTO LEITAO PRIMEIRA LINHAGEM DA ESCOLA DE TAI CHI PAI LIN,NÃO INFORMADO,Associação Privada,2000.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Desenvolvimento e defesa de direitos,Outros
INSTITUTO DE ESTUDOS SOCIAIS,IES,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
GREMIO RECREATIVO NOVA ONDA,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Cultura e recreação,Esporte e recreação
BANDA JOVINO DE MELLO,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM BOM RETIRO,Saúde,Outros serviços de saúde
ASSOCIACAO RECREATIVA AMARELINHO,NÃO INFORMADO,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
ASSOCIACAO DE MORADORES DA LOMBA DA PENHA,A S P E N,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,MORRO DO SABOO,Desenvolvimento e defesa de direitos,Outros
PIONEER BANK FINANCE AND INVESTIMENT ASSOCIATION,PIONEER BANK,Associação Privada,2001.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE EX-GOVERNADORES DO DISTRITO LC-5 - AEGD5,NÃO INFORMADO,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO CAPOEIRA SANTISTA,GRUPO CAPOEIRA SANTISTA,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Cultura e recreação,Esporte e recreação
SOCIEDADE CIVIL DOS CONDOMINOS PROPRIETARIOS DO CONDOMINIO EDIFICIO WASHINGTON,NÃO INFORMADO,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Desenvolvimento e defesa de direitos,Outros
CLUBE DA FAMILIA COSIPANA - C.F.C.,CFC - CLUBE DA FAMILIA COSIPANA,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
CASA DE AMPARO,NÃO INFORMADO,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS OSTOMIZADOS DA BAIXADA SANTISTA,A.O.B.S.,Associação Privada,1996.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
LAR DE IDOSOS SANTA EDWIGES,NÃO INFORMADO,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,VILA BELMIRO,Assistência social,Assistência social
ASSOCIACAO CULTURAL DOS AFRODESCENDENTES DA BAIXADA SANTISTA,AFROSAN,Associação Privada,2003.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Desenvolvimento e defesa de direitos,Outros
IGREJA PETENCOSTAL ORVALHO DE HERMOM,NÃO INFORMADO,Associação Privada,2003.0,NÃO INFORMADO,NÃO INFORMADO,MORRO DO SAO BENTO,Religião,Religião
ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE ACAO COMUNITARIA,NUCLEO DE SERV. DE INTEGR. DO MENOR A SOCIEDADE - SIMS,Associação Privada,2003.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE ACAO COMUNITARIA,ASSISTENCIA SOCIAL SEPAMES,Associação Privada,2003.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
SOCIEDADE BRASILEIRA DE FERIDOLOGIA - TRATAMENTO DE FERIDAS CUTANEAS,SOCIEDADE BRASILEIRA DE FERIDOLOGIA,Associação Privada,2004.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DOS AGENTES COMUNITARIOS DE SAUDE E SOCIAL DA BAIXADA SANTISTA,ASSOCIACAO DOS AGENTES DE SAUDE DA BAIXADA SANTISTA,Associação Privada,2004.0,NÃO INFORMADO,NÃO INFORMADO,SANTA MARIA,Saúde,Outros serviços de saúde
LAR BENEFICENTE VO ALZIRA,NÃO INFORMADO,Associação Privada,2004.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DESPORTISTA CLASSISTA TEACU,A.D.C. TEACU,Associação Privada,2004.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Cultura e recreação,Esporte e recreação
"VIVENCIAS, INTEGRACAO E DINAMICAS AMBIENTAIS",V.I.D.A.,Associação Privada,2004.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM CANELEIRA,Desenvolvimento e defesa de direitos,Outros
PACIFICO SPORT CLUBE,NÃO INFORMADO,Associação Privada,2004.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Cultura e recreação,Esporte e recreação
RANCHO FOLCLORICO VASCO DA GAMA - SANTOS/SP - BRASIL,RANCHO FOLCLORICO VASCO DA GAMA - SANTOS/SP - BRASIL,Associação Privada,2005.0,"Artes cênicas, espetáculos e atividades complementares",Produção de espetáculos de dança,MORRO SAO BENTO,Saúde,Outros serviços de saúde
APPNRCPSP (ASSOCIACAO DE PERMISSIONARIOS DE PROPRIOS NACIONAIS RECIDENCIAIS DA CAPITANIA DOS PORTOS DE SAO PAULO),ASSOCIAO DE PERMISSIONARIOS,Associação Privada,2005.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO PROFISSIONAL DOS USUARIOS DOS PORTOS DO ESTADO DE SAO PAULO - APUPESP,APUPESP,Associação Privada,2005.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
ASSOCIACAO SUL-AMERICANA DE DIREITO MARITIMO E PORTUARIO,NÃO INFORMADO,Associação Privada,2005.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Desenvolvimento e defesa de direitos,Outros
"AESPROCREFA - ASSOCIACAO DAS EMPRESAS PRESTADORAS DE SERVICOS DE ENCAMINHAMENTO DE PROPOSTAS DE CREDITO, FINANCIAMENTO E AFINS",NÃO INFORMADO,Associação Privada,2005.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Desenvolvimento e defesa de direitos,Outros
"ASTESERJ - ASSOCIACAO DOS SERVIDORES TECNICOS MUNICIPAIS, ESTADUAIS E FEDERAIS DO ESTADO DO RIO DE JANEIRO",NÃO INFORMADO,Associação Privada,2005.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE APOIO AS MAES QUE TRABALHAM FORA,CANTINHO FELIZ,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,CASTELO,Desenvolvimento e defesa de direitos; Educação e pesquisa,Atividades de apoio à educação
IGREJA EVANGELICA PENTECOSTAL TEMPLO DE JERUSALEM,TEMPLO DE JERUSALEM,Associação Privada,2005.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,CANELEIRA,Religião,Religião
ASSOCIACAO ATLETICA ACADEMICA CIENCIAS DA COMPUTACAO,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Cultura e recreação,Esporte e recreação
ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE ACAO COMUNITARIA,SEPAMES - CRECHE ALPHA-SANTOS,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Educação e pesquisa,Educação infantil
IGREJA BATISTA DO REDENTOR,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,BOM RETIRO,Religião,Religião
INSTITUICAO DE PROMOCAO SOCIAL FONTE DA VIDA - PROMOVIDA,PROMOVIDA,Associação Privada,2006.0,Serviços de assistência social sem alojamento,Serviços de assistência social sem alojamento,PONTA DA PRAIA,Assistência social,Assistência social
IGREJA PENTECOSTAL PALAVRA DE DEUS,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,CANELEIRA III,Religião,Religião
ADCB - ASSOCIACAO DESPORTIVA CLASSISTA BUNGE,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,PAQUETA,Cultura e recreação,Esporte e recreação
ASSOCIACAO BOLA DE OURO,ASSOCIACAO BOLA DE OURO,Associação Privada,2007.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Cultura e arte
ASSOCIACAO UNO E VERSO,UNO E VERSO,Associação Privada,2007.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
INSTITUTO BRASILEIRO DO PENSAMENTO NEGRO,IBPM,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
CENTRO ESPIRITA DE UMBANDA NOSSA SENHORA DA CONCEICAO,NÃO INFORMADO,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Religião,Religião
IGREJA CHRISTIAN CITY CHURCH SANTOS,C3 SANTOS,Associação Privada,2008.0,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,VILA BELMIRO,Religião,Religião
ASSOCIACAO DAS EMPRESAS DE MOTOBOYS DA BAIXADA SANTISTA,ASEMBASA,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
DIRETORIO ACADEMICO 5 DE NOVEMBRO DA FACULDADE DE DIREITO - UNIMES,DIRETORIO ACADEMICO 5 DE NOVEMBRO,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
GREMIO RECREATIVO E CULTURAL ESCOLA DE SAMBA VILA MATHIAS,NÃO INFORMADO,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Outras atividades associativas,Associações de atividades não especificadas anteriormente
CENTRO DE DESENVOLVIMENTO E TRANSFERENCIA DE TECNOLOGIA E INOVACAO JOSE BONIFACIO,TECH - JOB,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
AGENCIA METROPOLITANA DE ASSENTAMENTOS URBANOS AUTOSUSTENTAVEIS DO ESTADO DE SAO PAULO - HABITATBRASIL.ORG.,HABITATBRASIL.ORG.,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
PROJETO BEM BRASILEIRO,PROJETO BEM BRASILEIRO,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
URAWAZA BUGEI KAI - ASSOCIACAO DE ARTES MARCIAIS URAWAZA,UWBK,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Cultura e recreação,Cultura e arte
ORGANIZACAO PAPAI AMA,NÃO INFORMADO,Associação Privada,2006.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ABRACE - ASSOCIACAO BRASILEIRA DE ARTES CENICAS,ABRA,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,AREIA BRANCA,Cultura e recreação,Cultura e arte
IGREJA BATISTA NACIONAL CASA DE ORACAO,IGREJA BATISTA NACIONAL CASA DE ORACAO,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Religião,Religião
ARGOS - OCEANOGRAFIA & CONSULTORIA AMBIENTAL,ARGOS - OCEANOGRAFIA & CONSULTORIA AMBIENTAL,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
ASSOCIACAO DOS CO-PROPRIETARIOS DO CENTRO EMPRESARIAL NOVITA,NÃO INFORMADO,Associação Privada,2009.0,NÃO INFORMADO,NÃO INFORMADO,VILA NOVA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ADESAT - ASSOCIACAO EM DEFESA DA SAUDE DO TRABALHADOR,ADESAT,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Assistência social,Assistência social
AAPMBS - ASSOCIACAO DOS ANISTIADOS POLITICOS METALURGICOS DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,2010.0,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,GONZAGA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ROTARY CLUB DE SANTOS - GONZAGA,NÃO INFORMADO,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO MONTE AZUL FUTEBOL E BANDA,MONTE AZUL,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,JARDIM RADIO CLUBE,Cultura e recreação,Esporte e recreação
COMUNIDADE EVANGELICA SEMENTES DA FE,NÃO INFORMADO,Organização Religiosa,2010.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUB,Religião,Religião
"ASSOCIACAO COMUNITARIA DE EDUCACAO, SAUDE, SEGURANCA E MEIO AMBIENTE - POTIRON",NÃO INFORMADO,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Desenvolvimento e defesa de direitos,Outros
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA SOLIDARIEDADE DE SANTOS N. 72,AUG. RESP. .LOJ. SIMB. SOLIDARIEDADE DE SANTOS N. 72,Associação Privada,2010.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Religião,Religião
WINNER SPORT,WST,Associação Privada,2008.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
C.C.S.I.L. CENTRO CULTURAL DO SAMBA IMPERADOR DO LESTE,NÃO INFORMADO,Associação Privada,2011.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS (VILA NOVA),Cultura e recreação,Cultura e arte
D.N.A. SANTISTA,NÃO INFORMADO,Associação Privada,2011.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Esporte e recreação
ASSOCIACAO GINCANA MISSIONARIA,NÃO INFORMADO,Associação Privada,2011.0,NÃO INFORMADO,NÃO INFORMADO,JABAQUARA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO BENEFICIENTE E CULTURAL REINANDO EM CRISTO,ABERC,Associação Privada,2011.0,Serviços de assistência social sem alojamento,Serviços de assistência social sem alojamento,PONTA DA PRAIA,Assistência social,Assistência social
ASSOCIACAO DOS MORADORES CONDOMINIO RESIDENCIAL JARDIM CANELEIRA,NÃO INFORMADO,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,VILA SAO JORGE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
COMISSAO ORGANIZADORA DO XXV EREA SAO PAULO,NÃO INFORMADO,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
GRUPO RECREATIVO CULTURAL BLOCO CARNAVALESCO ARTE CAFE,ARTE CAFE,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
ANADPREV - ASSOCIACAO NACIONAL DE DEFESA DOS DIREITOS PREVIDENCIARIOS,ANADPREV,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Desenvolvimento e defesa de direitos,Outros
INSTITUTO NUCLEO DE ESTUDOS E INVESTIMENTOS EM ACOES SOCIOAMBIENTAIS,INSTITUTO NEIAS,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,AREIA BRANCA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
FUNDACAO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRACAO PORTO CIDADE,CENTRO DE RECICLAGEM DO LIXO ELETRONICO,Fundação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,PAQUETA,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
TENDA UMBANDISTA CABOCLO ARRUDA E PAI BENEDITO,NÃO INFORMADO,Organização Religiosa,2012.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Religião,Religião
INSTITUTO MAR AZUL,IMA,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Desenvolvimento e defesa de direitos,Outros
IGREJA MISSIONARIA CRISTO VOLTARA,MISSAO CRISTO VOLTARA,Organização Religiosa,2013.0,NÃO INFORMADO,NÃO INFORMADO,VALONGO,Religião,Religião
CONFEDERACAO BRASILEIRA DE PEDESTRIANISMO - CBP,NÃO INFORMADO,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Cultura e recreação,Esporte e recreação
INSTITUTO BRASILEIRO DE INCLUSAO DIGITAL - IBID,NÃO INFORMADO,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
IGREJA CRISTA EVANGELICA VIVER EM CRISTO,IGREJA CRISTA EVANGELICA VIVER EM CRISTO,Organização Religiosa,2013.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Religião,Religião
SOBERANO ORIENTE DO BRASIL,SOBERANO ORIENTE DO BRASIL,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,MACUCO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO BENEFICENTE RECREATIVA E CULTURAL OURO PRETO DO MACUCO,NÃO INFORMADO,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Desenvolvimento e defesa de direitos,Outros
INSTITUTO NACIONAL DO DESENVOLVIMENTO DA PESSOA E SAUDE - INAPES,INAPES,Associação Privada,2012.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Cultura e recreação,Esporte e recreação
ASSOCIACAO CAVACA BJJ - BRAZIL JIU JITSU,BJJ,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,ESTUARIO,Cultura e recreação,Esporte e recreação
SANTOS FUTEBOL CLUBE,CENTRO DE TREINAMENTO MENINOS DA VILA,Associação Privada,2013.0,NÃO INFORMADO,NÃO INFORMADO,SABOO,Cultura e recreação,Esporte e recreação
MOVIMENTO DEMOCRATICO POLITICO DOS MORROS DE DESENVOLVIMENTO ECONOMICO E SOCIOAMBIENTAL,MOVIMENTO DEMOCRATICO POLITICO DOS MORROS,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,MORRO DE SAO BENTO,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE PROMOCAO E ASSISTENCIA SOCIAL ESTRELA DO MAR,ESCOLA DE EDUCACAO INFANTIL ANCILLA DOMINI,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,EMBARE,Educação e pesquisa,Educação infantil
SISTEMA DE ASSISTENCIA SOCIAL E SAUDE DE SANTOS,SASS SANTOS,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATIAS,Saúde,Outros serviços de saúde
HEMOMED INSTITUTO DE ONCOLOGIA E HEMATOLOGIA,HEMOMED,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,CAMPO GRANDE,Outros; Saúde,Outros serviços de saúde
ASSOCIACAO ASSITENCIAL AMIGOS DA VILA ALEMOA E CHICO DE PAULA,NÃO INFORMADO,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,ALEMOA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO DE ASSISTENCIA MULTIPROFISSIONAL A ESPECIAIS FLORES DE MARIA,ASSOCIACAO FLORES DE MARIA,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Assistência social; Desenvolvimento e defesa de direitos,Outros
IGREJA UNIVERSAL DO REINO DE DEUS,NÃO INFORMADO,Organização Religiosa,2014.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Religião,Religião
CLUBE DA PRAIA FUTEBOL E RECREACAO,CLUBE DA PRAIA,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Cultura e recreação,Esporte e recreação
CENTRO INTEGRADO DE ASSISTENCIA A PESSOAS COM CANCER - CENIN,CENIN CENTRO DE EVENTOS,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,ENCRUZILHADA,Assistência social,Assistência social
ASSOCIACAO DO COMERCIO POPULAR DA ZONA NOROESTE ACPZN,ACPZN,Associação Privada,2014.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO VEXILLA REGIS - AVR,NÃO INFORMADO,Organização Religiosa,2015.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Religião,Religião
ORGANIZACAO DE DESENVOLVIMENTO CULTURAL E PRESERVACAO AMBIENTAL AMA-BRASIL,NÃO INFORMADO,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
ASSOCIACAO SANTOS 100 FRONTEIRAS,SANTOS 100 FRONTEIRAS,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO DE MORADORES E AMIGOS DA VILA VITORIA,AMAVI,Associação Privada,2011.0,NÃO INFORMADO,NÃO INFORMADO,VILA PROGRESSO,Desenvolvimento e defesa de direitos,Outros
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA PREFEITO OSWALDO JUSTO N. 4243,A.R.L.S PREFEITO OSWALDO JUSTO,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Desenvolvimento e defesa de direitos; Religião,Religião
IGREJA PENTECOSTAL DOS CANELAS DE FOGO,NÃO INFORMADO,Organização Religiosa,2015.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ASSOCIACAO PEDAGOGICA WALDORF SANTOS,NÃO INFORMADO,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Educação e pesquisa,Ensino fundamental
ASSOCIACAO DE MOTOCICLISTAS MOTOCLUBE  FND BAIXADA SANTISTA,FND BAIXADA SANTISTA,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,VILA MATHIAS,Cultura e recreação,Esporte e recreação
IGREJA LIRIO DOS VALES,IGREJA LIRIO DOS VALES EM SANTOS,Organização Religiosa,2015.0,NÃO INFORMADO,NÃO INFORMADO,RADIO CLUBE,Religião,Religião
ASSOCIACAO NOVA DO BALNEARIO CENTER,NÃO INFORMADO,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
GREMIO RECREATIVO ZELITOS,NÃO INFORMADO,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,APARECIDA,Cultura e recreação,Esporte e recreação
ASSOCIACAO CENTRO DE COMUNIDADE SOCIAL,CENTRO DE COMUNIDADE SOCIAL,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,JOSE MENINO,Desenvolvimento e defesa de direitos,Outros
GRUPO DE AMIGOS MELHORA MARAPE,GRUPO AMEM,Associação Privada,2015.0,NÃO INFORMADO,NÃO INFORMADO,MARAPE,Desenvolvimento e defesa de direitos,Outros
ONG JOAOZINHO,NÃO INFORMADO,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,ILHA DIANA,Desenvolvimento e defesa de direitos,Outros
ASSOCIACAO BRASILEIRA DE CANOA HAVAIANA,NÃO INFORMADO,Associação Privada,2002.0,NÃO INFORMADO,NÃO INFORMADO,PONTA DA PRAIA,Outras atividades associativas,Associações de atividades não especificadas anteriormente
ASSOCIACAO ESPIRITA TRABALHADORES DA ULTIMA HORA,NÃO INFORMADO,Organização Religiosa,2015.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Religião,Religião
BANDA FAMILIA DO BEM,BANDA FAMILIA DO BEM,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,CENTRO,Cultura e recreação,Cultura e arte
INSTITUTO RUDA,RUDA,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,GONZAGA,Cultura e recreação,Cultura e arte
COLSAN - ASSOCIACAO BENEFICENTE DE COLETA DE SANGUE,AG TRANSFUSIONAL E POSTO COLETA HOSP GUILHERME ALVARO,Associação Privada,2016.0,NÃO INFORMADO,NÃO INFORMADO,BOQUEIRAO,Saúde,Outros serviços de saúde
